eplenmean,eprewmean,fps,loss/approxkl,loss/clipfrac,loss/policy_entropy,loss/policy_loss,loss/value_loss,misc/explained_variance,misc/nupdates,misc/serial_timesteps,misc/time_elapsed,misc/total_timesteps
200,-263.8445826,1601,0.017521614,0.14829102,-0.056609534,-0.005720296,2.9218411,0.995934348,1910,3911680,2583.607401,3911680
200,-321.1563712,1521,0.012346336,0.11782227,0.049774345,0.002832497,314.45795,0.836162895,1920,3932160,2596.506864,3932160
200,-185.9409537,1605,0.018955212,0.10048828,0.00289654,-0.014374251,16.436457,0.986189894,1930,3952640,2610.779459,3952640
200,-162.8905567,1607,0.011315933,0.10361328,-0.116330385,-0.005873441,1.436172,0.99763522,1940,3973120,2623.530918,3973120
200,-167.5459898,1613,0.028847372,0.13334961,-0.23112425,-0.006894924,20.918446,0.972341586,1950,3993600,2636.788944,3993600
200,-162.2888673,1605,0.014608027,0.13046876,-0.3767627,-0.009487778,1.2175559,0.99793972,1960,4014080,2649.531373,4014080
200,-150.5294128,1535,0.01783428,0.13769531,-0.5063659,-0.001803053,0.66706026,0.998787802,1970,4034560,2663.438405,4034560
200,-151.8840346,1407,0.022242287,0.17978516,-0.5376116,0.000595472,2.61244,0.995855593,1980,4055040,2677.861075,4055040
200,-161.7066807,1592,0.024630275,0.14423828,-0.57998884,-0.006146406,2.474899,0.995213126,1990,4075520,2693.182221,4075520
200,-146.3096525,1487,0.029901534,0.22929688,-0.6912368,-0.003063836,0.74541295,0.998462434,2000,4096000,2707.482513,4096000
200,-150.0498035,1143,0.043110736,0.19418946,-0.7675554,-0.002939363,0.935147,0.998262051,2010,4116480,2722.562464,4116480
200,-154.1591181,1602,0.1522629,0.20097657,-0.86275256,0.007305067,7.984563,0.988508414,2020,4136960,2735.771891,4136960
200,-146.6206669,1609,0.12918642,0.20844726,-0.85162896,0.008260928,0.09941796,0.999678401,2030,4157440,2749.358717,4157440
200,-155.7142788,1486,0.05055972,0.24023438,-0.9175869,0.004525781,1.9126132,0.997929378,2040,4177920,2762.815346,4177920
200,-144.3801672,1596,0.051742993,0.21347657,-0.96367633,0.008624368,1.5040324,0.997772765,2050,4198400,2778.376709,4198400
200,-147.9165911,1296,0.082721025,0.26103514,-1.0515138,0.011462249,5.5502963,0.987857389,2060,4218880,2793.145417,4218880
200,-165.1896351,1609,0.042678606,0.21147461,-1.0587901,0.021892881,9.947626,0.987313982,2070,4239360,2806.831315,4239360
200,-143.6250617,1584,0.0436307,0.21884766,-1.0898159,0.016079169,3.6935322,0.993491125,2080,4259840,2819.666479,4259840
