Time	Iteration	Evaluations	AverageReward	StdRewards	MaxRewardRollout	MinRewardRollout	timesteps
2768.2998650074005	226	10	-1461.5537858406412	86.83959920661599	-1319.0321958407408	-1566.1220835889571	9040000
2777.782000541687	227	10	-1452.6816021317022	92.75345003732184	-1263.3006297913716	-1590.134460043115	9080000
2787.371948480606	228	10	-1528.3037027266266	85.90486073818424	-1321.247322287326	-1612.2583924171424	9120000
2797.385019302368	229	10	-1601.3283545145703	70.65474271554415	-1443.73034811306	-1666.262152667794	9160000
2807.489445924759	230	10	-1522.3269167597696	88.83148418417656	-1414.5508641593174	-1710.6010628127194	9200000
2817.658113718033	231	10	-1547.3831964860642	128.80091309226276	-1405.5870306423571	-1722.9971382574047	9240000
2827.5313107967377	232	10	-1571.1895840743182	109.45121819518936	-1351.9570663847585	-1701.0130068111123	9280000
2837.1458394527435	233	10	-1624.1999130516801	97.5029892654276	-1424.1226676136298	-1731.4420877701546	9320000
2847.885781288147	234	10	-1570.2012869215584	66.87263045353069	-1418.7699768913233	-1680.965868359437	9360000
2858.6273267269135	235	10	-1554.5774325086336	91.76856091465864	-1381.6272489165056	-1692.089177383889	9400000
2869.011582136154	236	10	-1601.6177569502784	66.3260405696807	-1474.8022060584358	-1690.8092205477117	9440000
2879.8912110328674	237	10	-1558.820668225119	112.7634614116473	-1287.7625828822347	-1693.6217987132234	9480000
2890.658403635025	238	10	-1499.0335262565566	128.63079714481776	-1230.5143439515084	-1624.9976100556376	9520000
2901.1337401866913	239	10	-1533.6048430024862	72.84081653491903	-1450.0149813045275	-1636.6849440546946	9560000
2910.867710828781	240	10	-1536.9057008532022	120.48825463545022	-1278.263691082539	-1660.891087408579	9600000
2920.397892475128	241	10	-1498.1792357388506	91.45139891790795	-1324.9084824193733	-1613.4720887159451	9640000
2930.5921177864075	242	10	-1555.4708622981664	94.93935871450893	-1375.9485837034595	-1657.0614729597398	9680000
2940.2556977272034	243	10	-1508.908192175865	89.99054637363372	-1344.2122832671755	-1636.4810683955372	9720000
2949.7566504478455	244	10	-1441.576594316274	91.38731158522864	-1305.6407633911685	-1593.3896957470743	9760000
2959.5373005867004	245	10	-1559.553065040587	51.39689565704954	-1415.6237279812751	-1617.061853841139	9800000
